ID,Province,Prefecture,County,Website
2175,Guangdong,Guangzhou City,Huangpu District,http://www.hp.gov.cn/
2176,Guangdong,Guangzhou City,Liwan District,http://www.lw.gov.cn/
2177,Guangdong,Guangzhou City,Luogang District,http://www.getdd.gov.cn/
2178,Guangdong,Guangzhou City,Nansha District,http://www.gzns.gov.cn/
2179,Guangdong,Guangzhou City,Panyu District,http://jiaotong.panyu.gov.cn/
2180,Guangdong,Guangzhou City,Tianhe District,http://www.thnet.gov.cn/
2181,Guangdong,Guangzhou City,Yuexiu District,http://www.yuexiu.gov.cn/
2182,Guangdong,Guangzhou City,Conghua City,http://www.conghua.gov.cn/
2183,Guangdong,Guangzhou City,Zengcheng City,http://www.zengcheng.gov.cn/
2184,Guangdong,Heyuan City,Yuancheng District,http://www.gdyc.gov.cn/
2185,Guangdong,Heyuan City,Heping County,http://www.heping.gov.cn/
2186,Guangdong,Heyuan City,Lianping County,http://www.lianping.gov.cn/
2187,Guangdong,Heyuan City,Lungchuan County,http://www.longchuan.gov.cn/
2188,Guangdong,Heyuan City,Dongyuan County,http://www.gddongyuan.gov.cn/
2189,Guangdong,Heyuan City,Zijin County,http://www.zijin.gov.cn/
2190,Guangdong,Huizhou City,Huicheng District,http://www.hcq.gov.cn/
2191,Guangdong,Huizhou City,Huiyang District,http://www.huiyang.gov.cn/
2192,Guangdong,Huizhou City,Boluo County,http://www.boluo.gov.cn/
2193,Guangdong,Huizhou City,Huidong County,http://www.huidong.gov.cn/
2194,Guangdong,Huizhou City,Longmen County,http://www.longmen.gov.cn/
2195,Guangdong,Jiangmen City,Jianghai District,http://www.jianghai.gov.cn/
2196,Guangdong,Jiangmen City,Pengjiang District,http://www.jmpj.gov.cn/
2197,Guangdong,Jiangmen City,Xinhui District,http://www.xinhui.gov.cn/
2198,Guangdong,Jiangmen City,Enping City,http://www.enping.gov.cn/
2199,Guangdong,Jiangmen City,Heshan City,http://www.gdheshan.gov.cn/
2200,Guangdong,Jiangmen City,Kaiping City,http://www.kaiping.gov.cn/
2201,Guangdong,Jiangmen City,Taishan City,http://www.tsinfo.com.cn/zw.aspx
2202,Guangdong,Jieyang City,Rongcheng District,http://www.rongcheng.gd.cn/
2203,Guangdong,Jieyang City,Puning City,http://www.puning.gov.cn/
2204,Guangdong,Jieyang City,Huilai County,http://www.huilai.gov.cn/
2205,Guangdong,Jieyang City,Jiedong County,http://www.jiedong.gov.cn/
2206,Guangdong,Jieyang City,Jiexi County,http://www.jiexi.gov.cn/
2207,Guangdong,Maoming City,Maogang District,http://www.maogang.gov.cn/
2208,Guangdong,Maoming City,Maonan District,http://www.maonan.gov.cn/
2209,Guangdong,Maoming City,Gaozhou City,http://www.gaozhou.gov.cn/
2210,Guangdong,Maoming City,Huazhou City,http://www.huazhou.gov.cn/
2211,Guangdong,Maoming City,Xinyi City,http://www.xinyi.gov.cn/
2212,Guangdong,Maoming City,Dianbai County,http://www.dianbai.gov.cn/
2213,Guangdong,Meizhou City,Meijiang District,http://www.mjdj.cn/
2214,Guangdong,Meizhou City,Xingning City,http://www.xingning.gov.cn/
2215,Guangdong,Meizhou City,Dabu County,http://www.dabu.gov.cn/
2216,Guangdong,Meizhou City,Fengshun County,http://www.fengshun.gov.cn/
2217,Guangdong,Meizhou City,Jiaoling County,http://www.jiaoling.gov.cn/
2218,Guangdong,Meizhou City,Mei County,http://www.gdmx.gov.cn/
2219,Guangdong,Meizhou City,Pingyuan County,http://www.pingyuan.gov.cn/
2220,Guangdong,Meizhou City,Wuhua County,http://www.wuhua.gov.cn/
2221,Guangdong,Qingyuan City,Qingcheng District,http://www.qingcheng.gov.cn/
2222,Guangdong,Qingyuan City,Lianzhou City,http://www.gdlzgt.gov.cn/
2223,Guangdong,Qingyuan City,Yingde City,http://www.yingde.gd.cn/
2224,Guangdong,Qingyuan City,Fogang County,http://www.fogang.gov.cn/
2225,Guangdong,Qingyuan City,Qingxin County,http://www.qingxin.gov.cn/
2226,Guangdong,Qingyuan City,Yangshan County,http://www.yangshan.gov.cn/
2227,Guangdong,Qingyuan City,Liannan Yao Autonomous County,http://www.liannan.gov.cn/
2228,Guangdong,Qingyuan City,Lianshan Zhuang and Yao Autonomous County,http://www.gdls.gov.cn/
2229,Guangdong,Shantou City,Chaonan District,http://www.chaonan.gov.cn/
2230,Guangdong,Shantou City,Chaoyang District,http://www.gdchaoyang.gov.cn/
2231,Guangdong,Shantou City,Chenghai District,http://www.gdchenghai.gov.cn/
2232,Guangdong,Shantou City,Haojiang District,http://www.haojiang.gov.cn/
2233,Guangdong,Shantou City,Jinping District,http://www.gdjinping.gov.cn/
2234,Guangdong,Shantou City,Longhu District,http://www.gdlonghu.gov.cn/
2235,Guangdong,Shantou City,Nan'ao County,http://www.nanao.gov.cn/
2236,Guangdong,Shanwei City,Urban District,http://www.swchengqu.gov.cn/
2237,Guangdong,Shanwei City,Lufeng City,http://www.lufengshi.gov.cn/
2238,Guangdong,Shanwei City,Haifeng County,http://www.gdhf.gov.cn/
2239,Guangdong,Shanwei City,Luhe County,http://www.luhe.gov.cn/
2240,Guangdong,Shaoguan City,Qujiang District,http://www.qujiang.gov.cn/
2241,Guangdong,Shaoguan City,Wujiang District,http://www.sgwjq.gov.cn/
2242,Guangdong,Shaoguan City,Zhenjiang District,http://www.sgzj.gov.cn/
2243,Guangdong,Shaoguan City,Lechang City,http://www.lechang.gov.cn/
2244,Guangdong,Shaoguan City,Nanxiong City,http://www.gdnx.gov.cn/
2245,Guangdong,Shaoguan City,Renhua County,http://www.renhua.gov.cn/
2246,Guangdong,Shaoguan City,Shixing County,http://www.shixing.gov.cn/
2247,Guangdong,Shaoguan City,Wengyuan County,http://www.wengyuan.gov.cn/
2248,Guangdong,Shaoguan City,Xinfeng County,http://www.xinfeng.gov.cn/
2249,Guangdong,Shaoguan City,Ruyuan Yao Autonomous County,http://www.ruyuan.gov.cn/
2250,Guangdong,Shenzhen City,Bao'an District,http://www.baoan.gov.cn/
2251,Guangdong,Shenzhen City,Futian District,http://www.szft.gov.cn/
2252,Guangdong,Shenzhen City,Longgang District,http://www.lg.gov.cn/
2253,Guangdong,Shenzhen City,Luohu District,http://www.szlh.gov.cn/
2254,Guangdong,Shenzhen City,Nanshan District,http://www.szns.gov.cn/index.jsp
2255,Guangdong,Shenzhen City,Yantian District,http://www.yantian.gov.cn/
2256,Guangdong,Shenzhen City,New Guangming District,http://www.szgm.gov.cn/
2257,Guangdong,Yangjiang City,Jiangcheng District,http://www.jiangcheng.gov.cn/
2258,Guangdong,Yangjiang City,Yangchun City,http://www.yangchun.gd.cn/
2259,Guangdong,Yangjiang City,Yangdong County,http://www.yangdong.gov.cn/
2260,Guangdong,Yangjiang City,Yangxi County,http://www.yangxi.gov.cn/
2261,Guangdong,Yunfu City,Yuncheng District,http://www.yfyunchengqu.gov.cn/
2262,Guangdong,Yunfu City,Luoding City,http://www.luoding.gov.cn/
2263,Guangdong,Yunfu City,Xinxing County,http://www.xinxing.gov.cn/
2264,Guangdong,Yunfu City,Yunan County,http://www.gdyunan.gov.cn/
2265,Guangdong,Yunfu City,Yun'an County,http://www.yunan.gov.cn/
2266,Guangdong,Zhanjiang City,Chikan District,http://www.chikan.gov.cn/
2267,Guangdong,Zhanjiang City,Mazhang District,http://www.mz1688.com/
2268,Guangdong,Zhanjiang City,Potou District,http://www.ptq.gov.cn/
2269,Guangdong,Zhanjiang City,Xiashan District,http://www.zjxs.gov.cn/
2270,Guangdong,Zhanjiang City,Leizhou City,http://www.leizhou.gov.cn/
2271,Guangdong,Zhanjiang City,Lianjiang City,http://www.lianjiang.gov.cn/
2272,Guangdong,Zhanjiang City,Wuchuan City,http://www.gdwc.gov.cn/
2273,Guangdong,Zhanjiang City,Suixi County,http://www.suixi.gov.cn/
2274,Guangdong,Zhanjiang City,Xuwen County,http://www.xuwen.gov.cn/
2275,Guangdong,Zhaoqing City,Dinghu District,http://www.zqdh.com.cn/
2276,Guangdong,Zhaoqing City,Duanzhou District,http://www.duanzhou.gov.cn/
2277,Guangdong,Zhaoqing City,Gaoyao City,http://www.gaoyao.gd.cn/
2278,Guangdong,Zhaoqing City,Sihui City,http://www.gdsihui.gov.cn/
2279,Guangdong,Zhaoqing City,Deqing County,http://www.deqing.gd.cn/
2280,Guangdong,Zhaoqing City,Fengkai County,http://www.fengkai.gov.cn/
2281,Guangdong,Zhaoqing City,Guangning County,http://www.gdgn.gov.cn/
2282,Guangdong,Zhaoqing City,Huaiji County,http://www.gdhj.gov.cn/
2283,Guangdong,Zhuhai City,Doumen District,http://www.doumen.gov.cn/
2284,Guangdong,Zhuhai City,Jinwan District,http://www.jinwan.gov.cn/
2285,Guangdong,Zhuhai City,Xiangzhou District,http://www.zhxz.gov.cn/
2286,Fujian,Fuzhou City,Gulou District,http://www.gl.gov.cn/
2287,Fujian,Fuzhou City,Taijiang District,http://www.taijiang.gov.cn/
2288,Fujian,Fuzhou City,Cangshan District,http://www.fzcangshan.gov.cn/
2289,Fujian,Fuzhou City,Mawei District,http://www.mawei.gov.cn/
2290,Fujian,Fuzhou City,Jin'an District,http://www.jinan-fz-fj.gov.cn/
2291,Fujian,Fuzhou City,Fuqing City,http://www.fuqing.gov.cn/
2292,Fujian,Fuzhou City,Changle City,http://www.fjcl.gov.cn/
2293,Fujian,Fuzhou City,Minhou County,http://www.minhou.gov.cn/
2294,Fujian,Fuzhou City,Lianjiang County,http://www.matsu.gov.tw/
2295,Fujian,Fuzhou City,Luoyuan County,http://www.luoyuan.gov.cn/
2296,Fujian,Fuzhou City,Minqing County,http://www.fjmq.gov.cn/
2297,Fujian,Fuzhou City,Yongtai County,http://www.yongtai.gov.cn/
2298,Fujian,Fuzhou City,Pingtan County,http://www.pingtan.gov.cn/
2299,Fujian,Nanping City,Yanping District,http://www.ypzf.gov.cn/
2300,Fujian,Nanping City,Shaowu City,http://www.shaowu.gov.cn/
2301,Fujian,Nanping City,Wuyishan City,
2302,Fujian,Nanping City,Jian'ou City,http://www.jianou.gov.cn/
2303,Fujian,Nanping City,Jianyang City,http://www.jyszfw.gov.cn/
2304,Fujian,Nanping City,Shunchang County,http://www.fjsc.gov.cn/
2305,Fujian,Nanping City,Pucheng County,http://www.pc.gov.cn/
2306,Fujian,Nanping City,Guangze County,http://www.guangze.gov.cn/
2307,Fujian,Nanping City,Songxi County,http://www.songxi.gov.cn/
2308,Fujian,Nanping City,Zhenghe County,http://www.zhenghe.gov.cn/
2309,Fujian,Sanming City,Meilie District,http://www.ml.gov.cn/
2310,Fujian,Sanming City,Sanyuan District,http://www.smsy.gov.cn/
2311,Fujian,Sanming City,Yong'an City,http://www.ya.gov.cn/
2312,Fujian,Sanming City,Mingxi County,http://www.fjmx.gov.cn/
2313,Fujian,Sanming City,Qingliu County,http://www.fjql.gov.cn/
2314,Fujian,Sanming City,Ninghua County,http://www.fjnh.gov.cn/
2315,Fujian,Sanming City,Datian County,http://www.datian.gov.cn/
2316,Fujian,Sanming City,Youxi County,http://www.fjyx.gov.cn/
2317,Fujian,Sanming City,Sha County,http://www.fjshaxian.gov.cn/
2318,Fujian,Sanming City,Jiangle County,http://jiangle.gov.cn/
2319,Fujian,Sanming City,Taining County,http://www.fjtn.gov.cn/
2320,Fujian,Sanming City,Jianning County,http://www.fjjn.gov.cn/
2321,Fujian,Putian City,Chengxiang District,http://www.chengxiang.gov.cn/
2322,Fujian,Putian City,Hanjiang District,http://www.pthj.gov.cn/
2323,Fujian,Putian City,Licheng District,http://www.ptlc.gov.cn/
2324,Fujian,Putian City,Xiuyu District ²,http://www.ptxy.gov.cn/
2325,Fujian,Putian City,Xianyou County,http://www.xianyou.gov.cn/
2326,Fujian,Quanzhou City,Licheng District,http://www.qzlc.gov.cn/
2327,Fujian,Quanzhou City,Fengze District,http://www.qzfz.gov.cn/
2328,Fujian,Quanzhou City,Luojiang District,http://www.qzlj.gov.cn/
2329,Fujian,Quanzhou City,Quangang District,http://www.qg.gov.cn/
2330,Fujian,Quanzhou City,Shishi City,http://www.shishi.gov.cn/
2331,Fujian,Quanzhou City,Jinjiang City,http://www.jinjiang.gov.cn/
2332,Fujian,Quanzhou City,Nan'an City,http://www.nanan.gov.cn/
2333,Fujian,Quanzhou City,Hui'an County,http://www.huian.gov.cn/
2334,Fujian,Quanzhou City,Anxi County,http://www.fjax.gov.cn/
2335,Fujian,Quanzhou City,Yongchun County,http://www.fjyc.gov.cn/
2336,Fujian,Quanzhou City,Dehua County,http://www.dehua.gov.cn/
2337,Fujian,Xiamen City,Siming District,http://www.siming.gov.cn/
2338,Fujian,Xiamen City,Haicang District,http://www.haicang.com/
2339,Fujian,Xiamen City,Huli District,http://www.huli.gov.cn/
2340,Fujian,Xiamen City,Jimei District,http://www.jimei.gov.cn/
2341,Fujian,Xiamen City,Tong'an District,http://www.xmta.gov.cn/
2342,Fujian,Xiamen City,Xiang'an District,http://www.xiangan.gov.cn/
2343,Fujian,Zhangzhou City,Xiangcheng District,http://www.xc.gov.cn/
2344,Fujian,Zhangzhou City,Longwen District,http://www.lwq.gov.cn/
2345,Fujian,Zhangzhou City,Longhai City,http://www.longhai.gov.cn/
2346,Fujian,Zhangzhou City,Yunxiao County,http://www.yunxiao.gov.cn/
2347,Fujian,Zhangzhou City,Zhangpu County,http://www.zhangpu.gov.cn/
2348,Fujian,Zhangzhou City,Zhao'an County,http://www.zhaoan.gov.cn/
2349,Fujian,Zhangzhou City,Changtai County,http://www.changtai.gov.cn/
2350,Fujian,Zhangzhou City,Dongshan County,http://www.dongshanisland.gov.cn/
2351,Fujian,Zhangzhou City,Nanjing County,http://www.fjnj.gov.cn/
2352,Fujian,Zhangzhou City,Pinghe County,http://www.pinghe.gov.cn/
2353,Fujian,Zhangzhou City,Hua'an County,http://www.huaan.gov.cn/index.asp
2354,Fujian,Longyan City,Xinluo District,http://www.fjxinluo.gov.cn/
2355,Fujian,Longyan City,Zhangping City,http://www.zp.gov.cn/
2356,Fujian,Longyan City,Changting County,http://www.changting.gov.cn/
2357,Fujian,Longyan City,Yongding County,http://www.fjyd.gov.cn/
2358,Fujian,Longyan City,Shanghang County,http://www.shanghang.gov.cn/
2359,Fujian,Longyan City,Wuping County,http://www.wuping.gov.cn/
2360,Fujian,Longyan City,Liancheng County,http://www.fjlylc.gov.cn/
2361,Fujian,Ningde City,Jiaocheng District,http://www.jiaocheng.gov.cn/
2362,Fujian,Ningde City,Fu'an City,http://www.fjfa.gov.cn/
2363,Fujian,Ningde City,Fuding City,http://www.fuding.gov.cn/
2364,Fujian,Ningde City,Shouning County,http://www.snzc.com/
2365,Fujian,Ningde City,Xiapu County,http://www.fjxp.gov.cn/
2366,Fujian,Ningde City,Zherong County,http://www.fjzr.gov.cn/
2367,Fujian,Ningde City,Pingnan County,http://www.pingnan.gov.cn/
2368,Fujian,Ningde City,Gutian County,http://www.gutian.gov.cn/
2369,Fujian,Ningde City,Zhouning County,http://www.zhouning.gov.cn/
2370,Beijing,Beijing,Dongcheng District,http://www.bjdch.gov.cn/
2371,Beijing,Beijing,Xicheng District ,http://www.bjxch.gov.cn/
2372,Beijing,Beijing,Chaoyang District ,http://www.bjchy.gov.cn/
2373,Beijing,Beijing,Haidian District ,http://www.bjhd.gov.cn/
2374,Beijing,Beijing,Fengtai District ,http://www.bjft.gov.cn/
2375,Beijing,Beijing,Shijingshan District ,http://www.bjsjs.gov.cn/
2376,Beijing,Beijing,Mentougou District ,http://www.bjmtg.gov.cn/
2377,Beijing,Beijing,Fangshan District ,http://www.bjfsh.gov.cn/
2378,Beijing,Beijing,Tongzhou District ,http://www.bjtzh.gov.cn/
2379,Beijing,Beijing,Shunyi District ,http://www.bjshy.gov.cn/
2380,Beijing,Beijing,Changping District ,http://www.bjchp.gov.cn/
2381,Beijing,Beijing,Daxing District ,http://www.bjdx.gov.cn/
2382,Beijing,Beijing,Pinggu District ,http://rmw.bjpg.gov.cn/
2383,Beijing,Beijing,Huairou District ,http://www.bjhr.gov.cn/
2384,Beijing,Beijing,Miyun County ,http://www.bjmy.gov.cn/
2385,Beijing,Beijing,Yanqing County ,http://www.bjyq.gov.cn/
2386,Tianjin,Tianjin,Heping District ,http://www.tjhp.gov.cn/servlet/ContentServer?pagename=tjhp/Page/homepage-1
2387,Tianjin,Tianjin,Hexi District ,http://www.tjhexi.gov.cn/
2388,Tianjin,Tianjin,Hebei District ,http://www.tjhbq.gov.cn/
2389,Tianjin,Tianjin,Nankai District ,http://www.tjnk.gov.cn/
2390,Tianjin,Tianjin,Hedong District ,http://www.tjhd.gov.cn/
2391,Tianjin,Tianjin,Hongqiao District ,http://www.tjhqqzf.gov.cn/
2392,Tianjin,Tianjin,Binhai New District (Area),http://www.bh.gov.cn/
2393,Tianjin,Tianjin,Jinnan District ,http://www.tjjn.gov.cn/
2394,Tianjin,Tianjin,Dongli District ,http://www.dlnet.gov.cn/
2395,Tianjin,Tianjin,Xiqing District ,http://www.022net.com/Page/Key_News/key_xzqh/xiqingqu.html
2396,Tianjin,Tianjin,Beichen District ,http://www.tjbc.gov.cn/
2397,Tianjin,Tianjin,Baodi District ,http://www.bdnet.gov.cn/
2398,Tianjin,Tianjin,Wuqing District ,http://www.tjwq.gov.cn/
2399,Tianjin,Tianjin,Ji County ,http://www.tjjx.gov.cn/
2400,Tianjin,Tianjin,Jinghai County ,http://www.tjjh.gov.cn/
2401,Tianjin,Tianjin,Ninghe County ,http://www.ninghe.gov.cn/
2402,Chongqing,Chongqing,Yuzhong District ,http://www.cqyz.gov.cn/
2403,Chongqing,Chongqing,Dadukou District ,http://www.ddk.gov.cn/
2404,Chongqing,Chongqing,Jiangbei District ,http://jb.cq.gov.cn/
2405,Chongqing,Chongqing,Shapingba District ,http://spb.cq.gov.cn/
2406,Chongqing,Chongqing,Jiulongpo District ,http://www.cqjlp.gov.cn/
2407,Chongqing,Chongqing,Nan'an District ,http://nanan.cq.gov.cn/
2408,Chongqing,Chongqing,Banan District ,http://bn.cq.gov.cn/
2409,Chongqing,Chongqing,Beibei District ,http://bb.cq.gov.cn/
2410,Chongqing,Chongqing,Yubei District ,http://yb.cq.gov.cn/
2411,Chongqing,Chongqing,Bishan County ,http://bs.cq.gov.cn/
2412,Chongqing,Chongqing,Changshou District ,http://cs.cq.gov.cn/
2413,Chongqing,Chongqing,Hechuan District ,http://www.hc.gov.cn/
2414,Chongqing,Chongqing,Jiangjin District ,http://jj.cq.gov.cn/
2415,Chongqing,Chongqing,Shuangqiao District ,http://sq.cq.gov.cn/index/
2416,Chongqing,Chongqing,Wansheng District ,http://ws.cq.gov.cn/
2417,Chongqing,Chongqing,Yongchuan District ,http://yc.cq.gov.cn/
2418,Chongqing,Chongqing,Dazu County ,http://www.cqdz.gov.cn/
2419,Chongqing,Chongqing,Qijiang County ,http://www.cqqj.gov.cn/
2420,Chongqing,Chongqing,Rongchang County ,http://rc.cq.gov.cn/
2421,Chongqing,Chongqing,Tongliang County ,http://tl.cq.gov.cn/
2422,Chongqing,Chongqing,Tongnan County ,http://tn.cq.gov.cn/
2423,Chongqing,Chongqing,Fuling District ,http://www.fl.gov.cn/
2424,Chongqing,Chongqing,Nanchuan District ,http://www.cqnc.gov.cn/
2425,Chongqing,Chongqing,Dianjiang County ,http://www.djda.gov.cn/
2426,Chongqing,Chongqing,Fengdu County ,http://fd.cq.gov.cn/
2427,Chongqing,Chongqing,Wulong County ,http://wl.cq.gov.cn/
2428,Chongqing,Chongqing,Wanzhou District ,http://wz.cq.gov.cn/
2429,Chongqing,Chongqing,Chengkou County ,http://ck.cq.gov.cn/
2430,Chongqing,Chongqing,Fengjie County ,http://fj.cq.gov.cn/
2431,Chongqing,Chongqing,Kai County ,http://kx.cq.gov.cn/
2432,Chongqing,Chongqing,Liangping County ,http://lp.cq.gov.cn/
2433,Chongqing,Chongqing,Wushan County ,http://wush.cq.gov.cn/
2434,Chongqing,Chongqing,Wuxi County ,http://wx.cq.gov.cn/
2435,Chongqing,Chongqing,Yunyang County ,http://yy.cq.gov.cn/
2436,Chongqing,Chongqing,Zhong County ,http://zx.cq.gov.cn/
2437,Chongqing,Chongqing,Qianjiang District ,http://www.qianjiang.gov.cn/
2438,Chongqing,Chongqing,Pengshui (Miao and Tujia) Autonomous County,http://ps.cq.gov.cn/
2439,Chongqing,Chongqing,Shizhu (Tujia) Autonomous County,http://www.zgsz.gov.cn/
2440,Chongqing,Chongqing,Xiushan (Miao and Tujia) Autonomous County,http://xs.cq.gov.cn/
2441,Chongqing,Chongqing,Youyang (Miao and Tujia) Autonomous County,http://www.yyxny.gov.cn/
2442,Shanghai,Shanghai,Huangpu District ,http://www.shhp.gov.cn/
2443,Shanghai,Shanghai,Luwan District ,http://www.luwan.sh.cn/
2444,Shanghai,Shanghai,Xuhui District ,http://www.xh.sh.cn/
2445,Shanghai,Shanghai,Changning District ,http://www.changning.sh.cn/
2446,Shanghai,Shanghai,Jing'an District ,http://www.jingan.gov.cn/
2447,Shanghai,Shanghai,Putuo District ,http://www.ptq.sh.gov.cn/gb/shpt/index.html
2448,Shanghai,Shanghai,Zhabei District ,http://www.shzb.gov.cn/
2449,Shanghai,Shanghai,Hongkou District ,http://hkq.sh.gov.cn/
2450,Shanghai,Shanghai,Yangpu District ,http://www.shyp.gov.cn/
2451,Shanghai,Shanghai,Pudong New District (Area),http://planning.pudong.gov.cn/
2452,Shanghai,Shanghai,Baoshan District ,http://bsq.sh.gov.cn/
2453,Shanghai,Shanghai,Minhang District ,http://www.shmh.gov.cn/
2454,Shanghai,Shanghai,Jiading District ,http://www.jiading.gov.cn/
2455,Shanghai,Shanghai,Jinshan District ,http://jsq.sh.gov.cn/
2456,Shanghai,Shanghai,Songjiang District ,http://www.songjiang.gov.cn/
2457,Shanghai,Shanghai,Qingpu District ,http://www.shqp.gov.cn/
2458,Shanghai,Shanghai,Fengxian District ,http://fxq.sh.gov.cn/
2459,Shanghai,Shanghai,Chongming County ,http://cmx.sh.gov.cn/
2460,Xinjiang,Ürümqi City,Tianshan District,http://tsq.urumqi.gov.cn/
2461,Xinjiang,Ürümqi City,Saybagh District,http://www.sayibak.gov.cn/
2462,Xinjiang,Ürümqi City,Xinshi District,http://www.wxsq.gov.cn/structure/index.htm
2463,Xinjiang,Ürümqi City,Shuimogou District,http://www.xjsmgq.gov.cn/
2464,Xinjiang,Ürümqi City,Toutunhe District,http://www.tth.gov.cn/
2465,Xinjiang,Ürümqi City,Dabancheng District,http://www.dabancheng.gov.cn/
2466,Xinjiang,Ürümqi City,Dongshan District,
2467,Xinjiang,Ürümqi City,Ürümqi County,http://www.wlmqx.gov.cn/
2468,Xinjiang,Karamay City,Karamay District,http://www.klmyq.gov.cn/
2469,Xinjiang,Karamay City,Dushanzi District,http://www.dsz.gov.cn/
2470,Xinjiang,Karamay City,Baijiantan District,http://www.bjtq.gov.cn/
2471,Xinjiang,Karamay City,Urho District,http://www.weh.gov.cn/
2472,Xinjiang,Shihezi City,Shihezi City,http://www.xjshz.gov.cn/
2473,Xinjiang,Aral City,Aral City,http://www.ale.gov.cn/
2474,Xinjiang,Tumushuke City,Tumushuke City,http://www.xjtmsk.gov.cn/
2475,Xinjiang,Wujiaqu City,Wujiaqu City,http://www.chinaxinjiang.cn/xjgk/rkcs/t20080131_320347.htm
2476,Xinjiang,Kashgar Prefecture,Kashgar City,http://www.xjks.gov.cn/
2477,Xinjiang,Kashgar Prefecture,Shufu County,http://www.xjsf.gov.cn/
2478,Xinjiang,Kashgar Prefecture,Shule County,http://www.shule.gov.cn/
2479,Xinjiang,Kashgar Prefecture,Yengisar County,http://www.yjs.gov.cn/Article/ShowArticle.asp?ArticleID=2504
2480,Xinjiang,Kashgar Prefecture,Poskam County,http://www.xjzepu.gov.cn/
2481,Xinjiang,Kashgar Prefecture,Yarkand County,http://www.xjshache.gov.cn/
2482,Xinjiang,Kashgar Prefecture,Kargilik County,http://www.xjyc.gov.cn/
2483,Xinjiang,Kashgar Prefecture,Makit County,http://www.mgt.gov.cn/
2484,Xinjiang,Kashgar Prefecture,Yopurga County,http://www.yph.gov.cn/
2485,Xinjiang,Kashgar Prefecture,Peyziwat County,http://www.xjjsx.gov.cn/
2486,Xinjiang,Kashgar Prefecture,Maralbexi County,http://www.bachu.gov.cn/
2487,Xinjiang,Kashgar Prefecture,Taxkorgan Tajik County,http://www.tashkurgan.cn/
2488,Xinjiang,Kashgar Prefecture,Autonomous County,http://www.tashkurgan.cn/
2489,Xinjiang,Aksu Prefecture,Aksu City,http://www.akss.gov.cn/
2490,Xinjiang,Aksu Prefecture,Wensu County,http://www.wszf.gov.cn/
2491,Xinjiang,Aksu Prefecture,Kuchar County,http://www.xjkc.gov.cn/
2492,Xinjiang,Aksu Prefecture,Shayar County,http://www.xjsy.gov.cn/
2493,Xinjiang,Aksu Prefecture,Toksu County,http://www.xjxinhe.gov.cn/
2494,Xinjiang,Aksu Prefecture,Baicheng County,http://www.xjbc.gov.cn/
2495,Xinjiang,Aksu Prefecture,Uqturpan County,http://www.xjwsx.gov.cn/
2496,Xinjiang,Aksu Prefecture,Awat County,http://www.xjawt.gov.cn/
2497,Xinjiang,Aksu Prefecture,Kalpin County,http://www.xjkpx.gov.cn/
2498,Xinjiang,Khotan Prefecture,Khotan City,http://www.hts.gov.cn/
2499,Xinjiang,Khotan Prefecture,Khotan County,http://www.htx.gov.cn/
2500,Xinjiang,Khotan Prefecture,Karakash County,http://www.myx.gov.cn/
2501,Xinjiang,Khotan Prefecture,Pishan County,http://www.psx.gov.cn/
2502,Xinjiang,Khotan Prefecture,Lop County,
2503,Xinjiang,Khotan Prefecture,Chira County,http://www.clx.gov.cn/
2504,Xinjiang,Khotan Prefecture,Keriye County,http://www.xjyt.gov.cn/
2505,Xinjiang,Khotan Prefecture,Minfeng County,http://www.mfx.gov.cn/
2506,Xinjiang,Turpan Prefecture,Turpan City,http://www.turpanchina.gov.cn/
2507,Xinjiang,Turpan Prefecture,Piqan County,http://www.xjshanshan.gov.cn/
2508,Xinjiang,Turpan Prefecture,Toksun County,http://www.tkx.gov.cn/
2509,Xinjiang,Hami Prefecture,Hami City,http://www.hami.gov.cn/10038/10038/
2510,Xinjiang,Hami Prefecture,Yiwu County,http://www.hami.gov.cn/10035/10161/
2511,Xinjiang,Hami Prefecture,Barkol Kazakh Autonomous County,http://www.xjblk.gov.cn/
2512,Xinjiang,Kizilsu Kirghiz Zìzhìxiàn,Artux City,http://www.xjkz.gov.cn/
2513,Xinjiang,Kizilsu Kirghiz Zìzhìxiàn,Akto County,http://www.xjakt.gov.cn/
2514,Xinjiang,Kizilsu Kirghiz Zìzhìxiàn,Akqi County,http://www.xjahq.gov.cn/
2515,Xinjiang,Kizilsu Kirghiz Zìzhìxiàn,Ulugqat County,http://www.xjwqx.gov.cn/
2516,Xinjiang,Börtala Mongol Autonomous Prefecture,Bole City,http://www.xjbl.gov.cn/
2517,Xinjiang,Börtala Mongol Autonomous Prefecture,Jinghe County,http://www.xjjh.gov.cn/
2518,Xinjiang,Börtala Mongol Autonomous Prefecture,Wenquan County,http://www.xjwq.gov.cn/
2519,Xinjiang,Changji Hui Autonomous Prefecture,Changji City,http://www.xjcjfy.gov.cn/
2520,Xinjiang,Changji Hui Autonomous Prefecture,Fukang City,http://www.fk.gov.cn/
2521,Xinjiang,Changji Hui Autonomous Prefecture,Miquan City,
2522,Xinjiang,Changji Hui Autonomous Prefecture,Hutubi County,http://www.htb.gov.cn/
2523,Xinjiang,Changji Hui Autonomous Prefecture,Manas County,http://www.mns.gov.cn/
2524,Xinjiang,Changji Hui Autonomous Prefecture,Qitai County,http://www.xjqt.gov.cn/
2525,Xinjiang,Changji Hui Autonomous Prefecture,Jimsar County,http://www.jmser.gov.cn/
